"devisee","someone to whom property (especially realty) is devised by will"
"devisor","someone who devises real property in a will"
"devourer","someone who eats greedily or voraciously"
"diabetic","someone who has diabetes"
"diagnostician","a doctor who specializes in medical diagnosis"
"pathologist","a doctor who specializes in medical diagnosis"
"dialectician","a logician skilled in dialectic"
"diarist","someone who keeps a diary or journal"
"journalist","someone who keeps a diary or journal"
"dichromat","a person with any of the various forms of dichromacy"
"dick","someone who is a detective"
"gumshoe","someone who is a detective"
"hawkshaw","someone who is a detective"
"dictator","a ruler who is unconstrained by law"
"potentate","a ruler who is unconstrained by law"
"dictator","a speaker who dictates to a secretary or a recording machine"
"dietician","a specialist in the study of nutrition"
"dietitian","a specialist in the study of nutrition"
"nutritionist","a specialist in the study of nutrition"
"diemaker","someone who makes dies"
"diesinker","someone who makes dies"
"discriminator","a person who differentiates"
"digger","a laborer who digs"
"dimwit","a stupid incompetent person"
"nitwit","a stupid incompetent person"
"doofus","a stupid incompetent person"
"diner","a person eating a meal (especially in a restaurant)"
"dingbat","a silly empty-headed person; ""you would be a dingbat even to try it""; ""yet here he was with an upper class dingbat who just happened to be married to his sister"""
"diocesan","a bishop having jurisdiction over a diocese"
"diplomat","an official engaged in international negotiations"
"diplomatist","an official engaged in international negotiations"
"diplomat","a person who deals tactfully with others"
"diplomate","medical specialist whose competence has been certified by a diploma granted by an appropriate professional group"
"director","someone who controls resources and expenditures"
"manager","someone who controls resources and expenditures"
"director","someone who supervises the actors and directs the action in the production of a show"
"director","member of a board of directors"
"DCI","the head of the United States Intelligence Community and director of the Central Intelligence Agency"
"disbeliever","someone who refuses to believe (as in a divinity)"
"nonbeliever","someone who refuses to believe (as in a divinity)"
"unbeliever","someone who refuses to believe (as in a divinity)"
"disciple","someone who believes and helps to spread the doctrine of another"
"adherent","someone who believes and helps to spread the doctrine of another"
"disentangler","a person who removes tangles; someone who takes something out of a tangled state"
"unraveler","a person who removes tangles; someone who takes something out of a tangled state"
"unraveller","a person who removes tangles; someone who takes something out of a tangled state"
"dishwasher","someone who washes dishes"
"dispatcher","employee of a transportation company who controls the departures of vehicles according to weather conditions and in the interest of efficient service"
"dispenser","a person who dispenses"
"dissenter","a person who dissents from some established policy"
"dissident","a person who dissents from some established policy"
"protester","a person who dissents from some established policy"
"objector","a person who dissents from some established policy"
"contestant","a person who dissents from some established policy"
"disturber","a troubler who disquiets or interferes with peace and quiet; someone who causes disorder and commotion"
"distiller","someone who distills alcoholic liquors"
"distortionist","a painter who introduces distortions"
"distributor","someone who markets merchandise"
"distributer","someone who markets merchandise"
"diver","someone who dives (into water)"
"plunger","someone who dives (into water)"
"diver","someone who works underwater"
"frogman","someone who works underwater"
"divider","a person who separates something into parts or groups"
"diviner","someone who claims to discover hidden knowledge with the aid of supernatural powers"
"divorcee","a divorced woman or a woman who is separated from her husband"
"exwife","a woman who was formerly a particular man''s wife; ""all his exes live in Texas"""
"docent","a teacher at some universities"
"doctor","a licensed medical practitioner; ""I felt so bad I went to see my doctor"""
"doc","a licensed medical practitioner; ""I felt so bad I went to see my doctor"""
"physician","a licensed medical practitioner; ""I felt so bad I went to see my doctor"""
"Dr.","a licensed medical practitioner; ""I felt so bad I went to see my doctor"""
"medico","a licensed medical practitioner; ""I felt so bad I went to see my doctor"""
"doctor","a person who holds Ph.D. degree from an academic institution; ""she is a doctor of philosophy in physics"""
"Dr.","a person who holds Ph.D. degree from an academic institution; ""she is a doctor of philosophy in physics"""
